重复组号,重复条数,涉及景点数,评论内容,涉及景点,评论编号列表
1182,2,2,总体来说还是很不错的一家景区，以后还会去的。,南伊沟、多吉扎寺,173431383、173042591
1183,2,1,还好还好还好,墨石公园景区,828382017、828381849
1184,2,1,挺有趣味的景点,墨石公园景区,815175950、815175887
1185,2,2,整体感觉还可以,噶丹松赞林寺、墨石公园景区,802811745、177732213
1186,2,1,买了三张甘孜旅游卡，终身年票，我和老婆和孩子每人一张，但是这次川西的游玩并没有去几家，因为路上实在太累了，比如墨石公园。还有几个地方都没进去，有点儿可惜，以后希望再有机会吧。,墨石公园景区,794044987、794045162
1187,2,1,非常好 超级无敌好 好的不能再好,墨石公园景区,787251445、787251123
1188,2,1,景色中规中矩，出来之后往道孚方向，在路边基本也能看到主要景观。环境就比较糟糕了，脏。服务基本没有。,墨石公园景区,778736463、778736799
1189,2,1,没有啥特色,墨石公园景区,766629921、766633008
1190,2,1,团购很方便，出票很快，身份证入场。,墨石公园景区,761538583、761537085
1191,2,1,很有特色的地方,墨石公园景区,755659892、755659619
1192,2,1,方便，快捷,墨石公园景区,753106558、164613510
1193,2,1,山上的一片黑石，不过有小孩喜欢的土拨鼠也算是加分了。,墨石公园景区,751128288、751138277
1194,2,1,景色还行，带着平常心去走一趟吧,墨石公园景区,731532579、731532460
1195,2,1,总体环境不错,墨石公园景区,719645998、719645431
1196,2,1,性价比太差了，套路营销，进门说有观光车，观光车就送一小段，剩下推销骑马，不骑马就得走1个多小时，本身高原反应，一走更厉害。强烈不推荐。,墨石公园景区,704385753、704385599
1197,2,1,别骑马别骑马,墨石公园景区,689710092、689709924
1198,2,2,还是值得一去,冈仁波齐、墨石公园景区,659410263、195524694
1199,2,1,好的好的👍,墨石公园景区,632588517、632588384
1200,2,1,还可以，拍照很出片,墨石公园景区,243122174、164559709
1201,2,1,拍照很出片！,墨石公园景区,238203491、229273927
1202,2,1,适合拍照的景区,墨石公园景区,238060299、238060236
1203,2,1,景点硬件设施齐全首先体现在交通设施上。许多知名景点都配备了便捷的交通网络，无论是公共交通还是内部交通设施都相当完善。例如巴黎的埃菲尔铁塔，在周边有多个地铁站，方便游客从城市的各个角落快速抵达。同时，景点内部还有观光小火车或者电瓶车等设施。这些交通设施的存在，大大提高了游客的出行便利性。游客无需在路途上花费过多的时间和精力，能够更好地享受景点的魅力。据统计，交通设施完善的景点游客满意度相较于交通不便的景点高,墨石公园景区,234588005、234588047
1204,2,1,凭身份证入门，方便，不用换票,墨石公园景区,234196621、234196656
1205,2,1,服务态度差得不是一地，逼着你买观光车票。关键是就那点路，就是故意设置收费！,墨石公园景区,233248198、233248317
1206,2,2,值得打卡！,噶丹松赞林寺、墨石公园景区,229014934、678856823
1207,2,1,看到了土拨鼠，也算是一种收获，从高处拍全景的时候也满震撼的。,墨石公园景区,228185924、228186008
1208,2,2,总体还行吧,南迦巴瓦峰、墨石公园景区,227771629、791169240
1209,2,1,简洁好用，方便~,墨石公园景区,223754728、223754714
1210,2,1,好非常好特别好,墨石公园景区,223218668、223218689
1211,2,2,很好，景色很美,噶丹松赞林寺、墨石公园景区,220700222、179785945
1212,2,1,浏览体验感很好,墨石公园景区,220667434、220667357
1213,2,1,"特别的地方,我们喜欢那里,看起来像月亮",墨石公园景区,220481178、220480961
1214,2,1,话说门票这么贵，连个厕所都整不干净。另外虽然很多垃圾是游客扔的，但是直接摆烂留在景点里面也不太好吧，影响观景的心情,墨石公园景区,220505713、220505643
1215,2,1,景点舒服的,墨石公园景区,218968786、218968590
1216,2,1,没有太多特色,墨石公园景区,218314832、218314734
1217,2,1,收费高，不值,墨石公园景区,217444613、217444564
1218,2,1,墨石公园景色名不虚传，仿佛到了外星世界，无论什么季节来玩都各有特点，绝对不虚此行。非常值得游玩。,墨石公园景区,215455962、215455920
1219,2,1,🎈墨石公园，一个让人仿佛置身异域星球的地方，真的太值得一去啦！  踏入景区，犹如走进了一个神秘的墨色世界，灰色调的糜棱岩石林形态各异，尖棱状、刀刃状、石墙、石柱等，让人不禁感叹大自然的鬼斧神工。这里的石林还会变色，随着季节和天气变化呈现出不同色彩，十分神奇。沿着木栈道漫步其中，既能近距离感受石林的独特魅力，又能在高处俯瞰全景，随手一拍就是大片。  景区配套方面，虽然有交通车接送节省体力，但景区内厕所较少，希望能有所改善。此外，周边还有草原、雪山等景观，风景壮美。总体来说，墨石公园以其独特的地质景观和奇幻氛围，给游客带来了难忘的体验，是川西之旅中不容错过的打卡点。,墨石公园景区,211691789、211691824
1220,2,1,景色可以，就是价格偏贵，总体来说还行！当天出太阳，整体拍摄效果比较好！,墨石公园景区,210835423、210835388
1221,2,1,无人机拍了很多，值回票价，地貌确实很漂亮,墨石公园景区,209669377、209669391
1222,2,1,阴天去更出片，三小时左右逛完,墨石公园景区,209182296、209182219
1223,2,1,四川甘孜墨石公园：拥有壮美草原、婉约湿地、奇幻墨石、特色民居、高原花海、金色彩秋、白塔圣寺、日出日落八大奇观。“春赏格桑夏避暑，秋观彩林冬踏雪”是一年四季风光的特色，而绵延在鲜水河断裂带上的墨石天然景观更为世人向往，被誉为“中国最美景观大道第八美”。 眺墨石公园，观山中存海，波涛万顷；近墨石公园，仰山石竦峙，变幻雄奇；入墨石公园，现世隐退宛如异域，唯星空依旧。公园群峰汇聚，万塔林立，峥嵘起伏，重峦叠嶂，景象万千，如同精心制作的盆景。身临其境、深感目不暇接，令人留连往返；有的像白鹿望天，有的似猛虎下山，有的仿佛猕猴酣睡，石柱、石笋、石蘑菇、石莲花更是千姿百态、栩栩如生，真是犹如童话迷宫。景区有着全世界独有的糜棱岩石林，它是由于远古时海底的水成岩随地壳的运动逐渐上升，被力量强大的地应力挤碎，之后被风雨侵蚀而成，在世界上也极为罕见。其独特的地质构造被专家学者称之为“中国地质百慕大”。,墨石公园景区,196400548、196400527
1224,2,1,煤炭公园，拍拍帅照，打卡还可以，游玩时间其实很短，景区内骑马性价比不高，徒步走走完全不费事。在墨石公园拍cos的也很多，山坡上还有马🐴，不过不要靠太近。一定要有一个拍照技术可以的搭子一起去，不然心累,墨石公园景区,195872902、195873028
1225,2,1,很不错的地方，风景一个字美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美美,墨石公园景区,181010904、181010878
1226,2,2,总体感觉一般,《文成公主》大型史诗剧、墨石公园景区,179700393、215041359
1227,2,1,景区不错的,墨石公园景区,179447321、164905004
1228,2,1,这是一个适合拍照的地方，很容易出片,墨石公园景区,178565773、178565790
1229,2,1,观光车非常平稳，大家都在欣赏沿途的风景。司机师傅非常热心且认真，在安全行驶的同事为我们介绍沿途的风景！非常美妙的体验！大家来这里一定要坐观光车！,墨石公园景区,178514796、178514789
1230,2,1,门票+观光车80，骑马180，一人花了260，有点坑，景区不大，可看的东西不多，出来时发现从后门进，直接走路就可以到核心景区，不过路两边灰尘滚滚。厕所指示不明显，且卫生条件堪忧，无水冲厕所和洗手。,墨石公园景区,178163358、178163388
1231,2,1,景区服务人员态度极其恶劣,墨石公园景区,178116032、178116009
1232,2,1,抖音带火的网红景点，拍照效果确实还不错，但是游玩趣味性没多大，后门进能省个观光车费，但是要从后门进后门出，前门进不会走回头路能轻松点。,墨石公园景区,177892548、177892442
1233,2,2,还可以的。,《文成公主》大型史诗剧、墨石公园景区,175871473、222484382
1234,2,2,拍照打卡不错,噶丹松赞林寺、墨石公园景区,171670033、175509965
1235,2,1,踏入异域墨石公园，仿佛闯入了外星球的土地，作为中国唯一高原石林景观，集观光、体验、科考、科普价值于一体的多元化景区，每向前行进，总藏着不同的惊喜。山川、草原、湖泊，峡谷深处的枯树与白骨，碰撞出奇妙的火花。爱上这里黑白参半的云朵，骑马飞奔的小女子，与山野高歌，我想说：“中国最美景观大道第八美”，道孚墨石公园，翻山越岭，一定值得！,墨石公园景区,168582200、168002934
1236,2,2,塔公寺是甘孜州著名的萨迦派（花教）寺庙。距今有一千多年的历史，是康巴地区藏民朝拜的一个重要圣地。 在甘孜州，塔公寺与亚青寺、喇荣寺（色达佛学院）是著名的大寺庙。,塔公寺、塔公草原,163278538、165904463
1237,2,1,非常值得一去。,噶丹松赞林寺,799437773、227607192
1238,2,1,很震撼 令人神往,噶丹松赞林寺,779771168、779770846
1239,2,1,红墙为幕，金顶作景，在松赞林寺，感受藏地独有的庄严与浪漫。,噶丹松赞林寺,766473905、766474535
1240,2,1,环境还不错的，去的时候赶上下雨+冰雹了，开车转了一圈，不上山的话转转就挺不错的。,噶丹松赞林寺,758872829、758873172
1241,2,1,门口的检票的人特别好，本来买的90一张的票，他告诉我们只要买成人55，小孩和老人只要27的就行，另外70周岁以上免费。,噶丹松赞林寺,728551041、728550152
1242,2,1,月光之城，不去后悔、去了也就那样！,噶丹松赞林寺,705492208、705491963
1243,2,1,噶丹松赞林寺,噶丹松赞林寺,655099474、174709174
1244,2,1,值得去，整个转下来大概三小时,噶丹松赞林寺,643611711、643611963
1245,2,1,佛国圣地值得下次再来,噶丹松赞林寺,238191038、238190982
1246,2,1,一个非常值得来的景区,噶丹松赞林寺,229229393、229229344
1247,2,1,👍👍👍👍👍👍,噶丹松赞林寺,220194332、220194374
1248,2,1,电子票方便,噶丹松赞林寺,219273713、219273909
1249,2,1,很不错的一次体验,噶丹松赞林寺,218314321、218314237
1250,2,1,一般很一般,噶丹松赞林寺,216186391、195519458
1251,2,1,拍照很出片的,噶丹松赞林寺,210739831、206098467
1252,2,1,太棒的讲解，景区门票还是应该再便宜点，我觉得10元讲解费，门票10元包含往返大巴费用比较合适，这样的话可以让更多的人来到香格里拉.,噶丹松赞林寺,201397764、201397736
1253,2,1,非常值得去的一个景点，讲解员非常好，进去觉得也会觉得虔诚满满！,噶丹松赞林寺,186760148、186760050
1254,2,1,香格里拉藏传佛教胜地，值得一去。,噶丹松赞林寺,179450466、179450468
1255,2,1,🉑️🉑️🉑️,噶丹松赞林寺,172595863、172595872
1256,2,2,还不错，挺好,南迦巴瓦峰、噶丹松赞林寺,171378378、670884936
1257,2,1,物美价廉，适合拍照。对藏传佛有了一些了解。需要爬挺高的石阶，刚到香格里拉高反明显的朋友建议休息好了再过来。拍照很出片。。,噶丹松赞林寺,167364064、167364076
1258,2,1,挺好，挺壮观！,噶丹松赞林寺,167249413、167249412
1259,2,1,下雨，不好拍照，解说员不错,噶丹松赞林寺,167211424、167211422
1260,2,1,还可以的，规模挺大有讲解,噶丹松赞林寺,167102536、167102534
